counter,county,state,address_cross
1309,"El Paso","TX","11461   FLOR RUBUS CT"
1310,"El Paso","TX","11486   ED MERRINS DR"
1311,"El Paso","TX","11490   PEBBLE HILLS BLVD 109"
1312,"El Paso","TX","11490   PEBBLE HILLS BLVD 114 C"
1313,"El Paso","TX","11490   PEBBLE HILLS BLVD 116 C"
1314,"El Paso","TX","11490   PEBBLE HILLS BLVD 201 A"
1315,"El Paso","TX","11490   PEBBLE HILLS BLVD 210 C"
1316,"El Paso","TX","11490   PEBBLE HILLS BLVD 212 C"
1317,"El Paso","TX","115   ARTCRAFT ORD GARY HWY"
1318,"El Paso","TX","115   DURRILL RD 5 B"
1319,"El Paso","TX","115 N DURANGO ST C"
1320,"El Paso","TX","115 S AMERICAS AVE   B"
1321,"El Paso","TX","115 S AMERICAS AVE   B1"
1322,"El Paso","TX","115 S AMERICAS AVE HIJ"
1323,"El Paso","TX","11500   CEDAR OAK DR A"
1324,"El Paso","TX","11500   PELLICANO DR   C7"
1325,"El Paso","TX","11500   PELLICANO DR 11 A"
1326,"El Paso","TX","11500   PELLICANO DR C1"
1327,"El Paso","TX","11501   ROJAS DR D"
1328,"El Paso","TX","11501   ROJAS DR M"
1329,"El Paso","TX","11505   KRISTY WEAVER DR"
1330,"El Paso","TX","1151   WESTMINSTER ST 101"
1331,"El Paso","TX","11520   VISTA DEL SOL DR 219"
1332,"El Paso","TX","11520   VISTA DEL SOL DR 221 4"
1333,"El Paso","TX","11525   VISTA DEL SOL DR 104 D"
1334,"El Paso","TX","11525   VISTA DEL SOL DR 108"
1335,"El Paso","TX","11525   VISTA DEL SOL DR 86 B"
1336,"El Paso","TX","11525   VISTA DEL SOL DR D5B"
1337,"El Paso","TX","1153   RANGER ST"
1338,"El Paso","TX","11530   MONTWOOD DR"
1339,"El Paso","TX","11530   VISTA DEL SOL DR 511"
1340,"El Paso","TX","11530   VISTA DEL SOL DR 523"
1341,"El Paso","TX","11530   VISTA DEL SOL DR 528"
1342,"El Paso","TX","11537   FLOR LIATRIS DR"
1343,"El Paso","TX","11540   MONTANA AVE 10 C"
1344,"El Paso","TX","11540   MONTANA AVE 12 C"
1345,"El Paso","TX","11540   MONTANA AVE 13 B"
1346,"El Paso","TX","11540   MONTANA AVE 14 A"
1347,"El Paso","TX","11540   MONTANA AVE 15 A"
1348,"El Paso","TX","11540   MONTANA AVE 17 A"
1349,"El Paso","TX","11540   MONTANA AVE 32 A"
1350,"El Paso","TX","11540   MONTANA AVE 40 A"
1351,"El Paso","TX","11540   MONTANA AVE 41 A"
1352,"El Paso","TX","11540   MONTANA AVE 48"
1353,"El Paso","TX","11540   MONTANA AVE A 41"
1354,"El Paso","TX","11540   MONTANA AVE A 53"
1355,"El Paso","TX","11540   MONTANA AVE A12"
1356,"El Paso","TX","11540   MONTANA AVE A17"
1357,"El Paso","TX","11540   MONTANA AVE A19"
1358,"El Paso","TX","11540   MONTANA AVE A48"
1359,"El Paso","TX","11540   MONTANA AVE A9"
1360,"El Paso","TX","11540   MONTANA AVE B 13"
1361,"El Paso","TX","11540   MONTANA AVE B4"
1362,"El Paso","TX","11540   MONTANA AVE C14"
1363,"El Paso","TX","11540   MONTANA AVE D1"
1364,"El Paso","TX","11540   MONTANA AVE D15"
1365,"El Paso","TX","1155   LARRY MAHAN DR F"
1366,"El Paso","TX","1155   WESTMORELAND DR 117"
1367,"El Paso","TX","1155 N ZARAGOZA RD A103"
1368,"El Paso","TX","11565   JAMES WATT DR B11"
1369,"El Paso","TX","116   BAUXITE AVE B"
1370,"El Paso","TX","116   BAUXITE AVE D"
1371,"El Paso","TX","116   FINITA CT 14"
1372,"El Paso","TX","116 N ASCARATE ST 2"
1373,"El Paso","TX","1160   AIRWAY BLVD 1 C"
1374,"El Paso","TX","1160   AIRWAY BLVD 31 D"
1375,"El Paso","TX","1160   AIRWAY BLVD 32 D"
1376,"El Paso","TX","1160   AIRWAY BLVD A1&2"
1377,"El Paso","TX","1160   AIRWAY BLVD B6"
1378,"El Paso","TX","1160   AIRWAY BLVD C"
1379,"El Paso","TX","1160   AIRWAY BLVD D31"
1380,"El Paso","TX","11600   GWW"
1381,"El Paso","TX","11601   MARSH MCCALL WAY B"
1382,"El Paso","TX","11601   MARSH MCCALL WAY C"
1383,"El Paso","TX","11601   OCHRE BLUFF LN"
1384,"El Paso","TX","11601   PELLICANO DR A11"
1385,"El Paso","TX","11601   PELLICANO DR A7"
1386,"El Paso","TX","11601   PELLICANO DR C12"
1387,"El Paso","TX","11601   PELLICANO DR C14"
1388,"El Paso","TX","11601   PELLICANO DR E1"
1389,"El Paso","TX","11602   VISTA DEL SOL DR 48"
1390,"El Paso","TX","11604   WINDRIFT CT"
1391,"El Paso","TX","11605   GORDON BAYS WAY A"
1392,"El Paso","TX","11605   MARSH MCCALL WAY A"
1393,"El Paso","TX","11607   PELLICANO DR 1415 14"
1394,"El Paso","TX","11607   PELLICANO DR 15"
1395,"El Paso","TX","11607   PELLICANO DR 1601 16"
1396,"El Paso","TX","11607   PELLICANO DR 1610"
1397,"El Paso","TX","11607   PELLICANO DR 1611"
1398,"El Paso","TX","11607   PELLICANO DR 1706"
1399,"El Paso","TX","11607   PELLICANO DR 1715"
1400,"El Paso","TX","11607   PELLICANO DR 1805 18"
1401,"El Paso","TX","11607   PELLICANO DR 19"
1402,"El Paso","TX","11607   PELLICANO DR 1901 19"
1403,"El Paso","TX","11607   PELLICANO DR 1906"
1404,"El Paso","TX","11607   PELLICANO DR 1918"
1405,"El Paso","TX","11607   PELLICANO DR 2009 20"
1406,"El Paso","TX","11607   PELLICANO DR 2016 20"
1407,"El Paso","TX","11607   PELLICANO DR 2018"
1408,"El Paso","TX","11607   PELLICANO DR 2018 18"
1409,"El Paso","TX","11607   PELLICANO DR 2018 20"
1410,"El Paso","TX","11607   PELLICANO DR 2118 21"
1411,"El Paso","TX","11607   PELLICANO DR 2203 22"
1412,"El Paso","TX","11607   PELLICANO DR 2206 22"
1413,"El Paso","TX","11607   PELLICANO DR 2207 B"
1414,"El Paso","TX","11607   PELLICANO DR 317"
1415,"El Paso","TX","11607   PELLICANO DR 8"
1416,"El Paso","TX","11608   GORDON BAYS WAY B"
1417,"El Paso","TX","11608   SCOTT SIMPSON DR 113B"
1418,"El Paso","TX","11608   SCOTT SIMPSON DR 517B"
1419,"El Paso","TX","11609   GORDON BAYS WAY C"
1420,"El Paso","TX","11609   GORDON BAYS WAY D"
1421,"El Paso","TX","11609   MARSH MCCALL WAY C"
1422,"El Paso","TX","1161 N COTTON ST 14"
1423,"El Paso","TX","1161 N COTTON ST 18"
1424,"El Paso","TX","1161 N COTTON ST 40"
1425,"El Paso","TX","1161 N COTTON ST 43"
1426,"El Paso","TX","1161 N COTTON ST 6"
1427,"El Paso","TX","1161 N COTTON ST 7"
1428,"El Paso","TX","11610   ROJAS DR B"
1429,"El Paso","TX","11611   DYER ST   10"
1430,"El Paso","TX","11611   DYER ST   208"
1431,"El Paso","TX","11611   DYER ST   302"
1432,"El Paso","TX","11611   DYER ST   624"
1433,"El Paso","TX","11611   DYER ST   7"
1434,"El Paso","TX","11611   DYER ST   9"
1435,"El Paso","TX","11611   DYER ST 1009"
1436,"El Paso","TX","11611   DYER ST 1012"
1437,"El Paso","TX","11611   DYER ST 1012 10"
1438,"El Paso","TX","11611   DYER ST 1018 10"
1439,"El Paso","TX","11611   DYER ST 1021 10"
1440,"El Paso","TX","11611   DYER ST 1022"
1441,"El Paso","TX","11611   DYER ST 1023"
1442,"El Paso","TX","11611   DYER ST 1023 10"
1443,"El Paso","TX","11611   DYER ST 104"
1444,"El Paso","TX","11611   DYER ST 109 A"
1445,"El Paso","TX","11611   DYER ST 1101"
1446,"El Paso","TX","11611   DYER ST 1106"
1447,"El Paso","TX","11611   DYER ST 1119"
1448,"El Paso","TX","11611   DYER ST 1123"
1449,"El Paso","TX","11611   DYER ST 1123 11"
1450,"El Paso","TX","11611   DYER ST 1124 11"
1451,"El Paso","TX","11611   DYER ST 1125"
1452,"El Paso","TX","11611   DYER ST 1125 11"
1453,"El Paso","TX","11611   DYER ST 1128"
1454,"El Paso","TX","11611   DYER ST 118"
1455,"El Paso","TX","11611   DYER ST 118 1"
1456,"El Paso","TX","11611   DYER ST 119"
1457,"El Paso","TX","11611   DYER ST 12"
1458,"El Paso","TX","11611   DYER ST 1205 12"
1459,"El Paso","TX","11611   DYER ST 1211 12"
1460,"El Paso","TX","11611   DYER ST 1214"
1461,"El Paso","TX","11611   DYER ST 1219 12"
1462,"El Paso","TX","11611   DYER ST 1221"
1463,"El Paso","TX","11611   DYER ST 1226 12"
1464,"El Paso","TX","11611   DYER ST 1232"
1465,"El Paso","TX","11611   DYER ST 1233"
1466,"El Paso","TX","11611   DYER ST 127 1"
1467,"El Paso","TX","11611   DYER ST 1305 13"
1468,"El Paso","TX","11611   DYER ST 1312"
1469,"El Paso","TX","11611   DYER ST 1403 14"
1470,"El Paso","TX","11611   DYER ST 1412 14"
1471,"El Paso","TX","11611   DYER ST 1421 14"
1472,"El Paso","TX","11611   DYER ST 15"
1473,"El Paso","TX","11611   DYER ST 1507"
1474,"El Paso","TX","11611   DYER ST 1512"
1475,"El Paso","TX","11611   DYER ST 1516"
1476,"El Paso","TX","11611   DYER ST 1530"
1477,"El Paso","TX","11611   DYER ST 1535 15"
1478,"El Paso","TX","11611   DYER ST 1701"
1479,"El Paso","TX","11611   DYER ST 1724"
1480,"El Paso","TX","11611   DYER ST 1727"
1481,"El Paso","TX","11611   DYER ST 202 2"
1482,"El Paso","TX","11611   DYER ST 205 2"
1483,"El Paso","TX","11611   DYER ST 207"
1484,"El Paso","TX","11611   DYER ST 209 2"
1485,"El Paso","TX","11611   DYER ST 219 2"
1486,"El Paso","TX","11611   DYER ST 225 2"
1487,"El Paso","TX","11611   DYER ST 231 2"
1488,"El Paso","TX","11611   DYER ST 24 11"
1489,"El Paso","TX","11611   DYER ST 302"
1490,"El Paso","TX","11611   DYER ST 302 3"
1491,"El Paso","TX","11611   DYER ST 310 3"
1492,"El Paso","TX","11611   DYER ST 311"
1493,"El Paso","TX","11611   DYER ST 318 3"
1494,"El Paso","TX","11611   DYER ST 320"
1495,"El Paso","TX","11611   DYER ST 328 3"
1496,"El Paso","TX","11611   DYER ST 36 15"
1497,"El Paso","TX","11611   DYER ST 4"
1498,"El Paso","TX","11611   DYER ST 413"
1499,"El Paso","TX","11611   DYER ST 416 4"
1500,"El Paso","TX","11611   DYER ST 429"
1501,"El Paso","TX","11611   DYER ST 434"
1502,"El Paso","TX","11611   DYER ST 436 4"
1503,"El Paso","TX","11611   DYER ST 508"
1504,"El Paso","TX","11611   DYER ST 517"
1505,"El Paso","TX","11611   DYER ST 530"
1506,"El Paso","TX","11611   DYER ST 603"
1507,"El Paso","TX","11611   DYER ST 608"
1508,"El Paso","TX","11611   DYER ST 613"
1509,"El Paso","TX","11611   DYER ST 613 6"
1510,"El Paso","TX","11611   DYER ST 614"
1511,"El Paso","TX","11611   DYER ST 633"
1512,"El Paso","TX","11611   DYER ST 709"
1513,"El Paso","TX","11611   DYER ST 714"
1514,"El Paso","TX","11611   DYER ST 729 7"
1515,"El Paso","TX","11611   DYER ST 801"
1516,"El Paso","TX","11611   DYER ST 810 8"
1517,"El Paso","TX","11611   DYER ST 813"
1518,"El Paso","TX","11611   DYER ST 815"
1519,"El Paso","TX","11611   DYER ST 825"
1520,"El Paso","TX","11611   DYER ST 835"
1521,"El Paso","TX","11611   DYER ST 835 8"
1522,"El Paso","TX","11611   DYER ST 904 9"
1523,"El Paso","TX","11611   DYER ST A15 8"
1524,"El Paso","TX","11612   MARSH MCCALL WAY C"
1525,"El Paso","TX","11615   DYER ST 815"
1526,"El Paso","TX","11615   JAMES WATT DR A"
1527,"El Paso","TX","11617   MARSH MCCALL WAY C"
1528,"El Paso","TX","11620   JAMES WATT DR A"
1529,"El Paso","TX","11620   MOCHA DUNE DR"
1530,"El Paso","TX","11624   LAURA MARIE DR"
1531,"El Paso","TX","11625   MARSH MCCALL WAY C"
1532,"El Paso","TX","11625   ROJAS DR 1 H"
1533,"El Paso","TX","11625   ROJAS DR 2 B"
1534,"El Paso","TX","11625   ROJAS DR 2 H"
1535,"El Paso","TX","11625   ROJAS DR 3 H"
1536,"El Paso","TX","11625   ROJAS DR 3H B3"
1537,"El Paso","TX","11625   ROJAS DR 4 H"
1538,"El Paso","TX","11625   ROJAS DR 5 B"
1539,"El Paso","TX","11625   ROJAS DR 5E"
1540,"El Paso","TX","11625   ROJAS DR 6 E"
1541,"El Paso","TX","11625   ROJAS DR 6E"
1542,"El Paso","TX","11625   ROJAS DR 6H"
1543,"El Paso","TX","11625   ROJAS DR 7 A"
1544,"El Paso","TX","11625   ROJAS DR 7B"
1545,"El Paso","TX","11625   ROJAS DR B"
1546,"El Paso","TX","11625   SOBERANA LN B"
1547,"El Paso","TX","11628   GREAT ABACO CT"
1548,"El Paso","TX","11631   JAMES WATT DR C"
1549,"El Paso","TX","11632   SCOTT SIMPSON DR B"
1550,"El Paso","TX","11635   JAMES WATT DR F"
1551,"El Paso","TX","11635   OCHRE BLUFF LN"
1552,"El Paso","TX","11640   SUGAR BAY WAY"
1553,"El Paso","TX","11653   CLEAR LAKE WAY"
1554,"El Paso","TX","11660   MONTWOOD DR Q"
1555,"El Paso","TX","11667   DOS PALMAS DR B"
1556,"El Paso","TX","11669   SUGAR BAY WAY"
1557,"El Paso","TX","1167   CYPRESS AVE 1067"
1558,"El Paso","TX","11675   MONTWOOD DR 3A"
1559,"El Paso","TX","11675   MONTWOOD DR 4A"
1560,"El Paso","TX","11675   MONTWOOD DR B3"
1561,"El Paso","TX","11678   DOS PALMAS DR B"
1562,"El Paso","TX","11680   PEBBLE HILLS BLVD 170"
1563,"El Paso","TX","11680   PEBBLE HILLS BLVD 201"
1564,"El Paso","TX","1169   CYPRESS AVE 1067"
1565,"El Paso","TX","11691   MOCHA DUNE DR"
1566,"El Paso","TX","117   RIO WEST DR"
1567,"El Paso","TX","11700   VISTA DEL SOL DR 19"
1568,"El Paso","TX","11702   CORAL PALM CT"
1569,"El Paso","TX","11705   DESERT RAIN CT   D"
1570,"El Paso","TX","11705   DESERT RAIN CT B"
1571,"El Paso","TX","11720   MONTANA AVE   A"
1572,"El Paso","TX","11720   MONTANA AVE   B"
1573,"El Paso","TX","11720   MONTANA AVE A1"
1574,"El Paso","TX","11721   VISTA DEL SOL DR 17"
1575,"El Paso","TX","11721   VISTA DEL SOL DR 2"
1576,"El Paso","TX","11721   VISTA DEL SOL DR 5"
1577,"El Paso","TX","11729   LORRI DR"
1578,"El Paso","TX","11731   VISTA DEL SOL DR 10"
1579,"El Paso","TX","11731   VISTA DEL SOL DR 12"
1580,"El Paso","TX","11731   VISTA DEL SOL DR 17"
1581,"El Paso","TX","11745   LAPSTONE WAY"
1582,"El Paso","TX","11750   MONTANA AVE 3757"
1583,"El Paso","TX","11750   MONTANA AVE POOL"
1584,"El Paso","TX","11751   GATEWAY WEST BLVD   B"
1585,"El Paso","TX","11755   VISTA DEL SOL DR   24"
1586,"El Paso","TX","11755   VISTA DEL SOL DR 11"
1587,"El Paso","TX","11755   VISTA DEL SOL DR 18"
1588,"El Paso","TX","11755   VISTA DEL SOL DR 23"
1589,"El Paso","TX","11755   VISTA DEL SOL DR 25"
1590,"El Paso","TX","11765   BELFRY PARK"
1591,"El Paso","TX","11775   VISTA DEL SOL DR 17"
1592,"El Paso","TX","118   FINITA CT 66"
1593,"El Paso","TX","118   FINITA CT 74 13"
1594,"El Paso","TX","118   FINITA CT 82"
1595,"El Paso","TX","118   HAMMER WAY 2"
1596,"El Paso","TX","118-1/2 N SEVILLE DR"
1597,"El Paso","TX","11800   KINGS ARMS CT A"
1598,"El Paso","TX","11800   MON"
1599,"El Paso","TX","11800   ROJAS DR   C1"
1600,"El Paso","TX","11800   ROJAS DR C1"
1601,"El Paso","TX","11800   TAFEE BAGEY"
1602,"El Paso","TX","11801   MIRIAM DR   B1"
1603,"El Paso","TX","11801   MIRIAM DR   B6 B8"
1604,"El Paso","TX","11801   MIRIAM DR B6"
1605,"El Paso","TX","11801   MIRIAM DR B6-8"
1606,"El Paso","TX","11825   GATEWAY WEST BLVD 104"
1607,"El Paso","TX","11831   MIRIAM DR   A37"
1608,"El Paso","TX","11831   MIRIAM DR 87"
1609,"El Paso","TX","1185 N COTTON ST REAR"
1610,"El Paso","TX","11859   SCOTT SIMPSON DR"
1611,"El Paso","TX","11865   GATEWAY SOUTH BLVD"
1612,"El Paso","TX","1188 N YARBROUGH DR   STE L"
1613,"El Paso","TX","1188 N YARBROUGH DR V"
1614,"El Paso","TX","11890   VISTA DEL SOL DR A102"
1615,"El Paso","TX","119 E NEVADA AVE 26"
1616,"El Paso","TX","119 N GRAMA ST A"
1617,"El Paso","TX","119 W NEVADA AVE 10"
1618,"El Paso","TX","119 W NEVADA AVE 14"
1619,"El Paso","TX","119 W NEVADA AVE 18"
1620,"El Paso","TX","11900   DON HASKIN"
1621,"El Paso","TX","11900   MONTANA AVE   A"
1622,"El Paso","TX","11900   MONTANA AVE REAR"
1623,"El Paso","TX","11905   TOM WEI"
1624,"El Paso","TX","11917   GATEWAY WEST BLVD   G"
1625,"El Paso","TX","11917   GATEWAY WEST BLVD G"
1626,"El Paso","TX","11948   DIEGO RIVERA DR"
1627,"El Paso","TX","11950   RAKOCY CT"
1628,"El Paso","TX","11951   RAKOCY CT"
1629,"El Paso","TX","11963   DIANA CANDIA LN A"
1630,"El Paso","TX","11972   PELLICANO DR 112 C"
1631,"El Paso","TX","11973   PELLICANO DR 102 B"
1632,"El Paso","TX","11973   PELLICANO DR C 110"
1633,"El Paso","TX","11973   PELLICANO DR C110"
1634,"El Paso","TX","11989   PELLICANO DR   A"
1635,"El Paso","TX","120   BAUXITE AVE   B"
1636,"El Paso","TX","120   PARAGON LN 220"
1637,"El Paso","TX","120 E CASTELLANO DR 15"
1638,"El Paso","TX","120 E CASTELLANO DR 4"
1639,"El Paso","TX","120 S CAROLINA DR A"
1640,"El Paso","TX","120 S GLENWOOD ST 3"
1641,"El Paso","TX","1200   CHADBOURNE ST 1"
1642,"El Paso","TX","1200   DON HAN"
1643,"El Paso","TX","1200   GOLDEN KEY CIR 331"
1644,"El Paso","TX","1200   HENN"
1645,"El Paso","TX","1200 E NINTH AVE 78"
1646,"El Paso","TX","1200 E NINTH AVE 82"
1647,"El Paso","TX","1200 N VIRGINIA ST 4"
1648,"El Paso","TX","1200 N VIRGINIA ST 7"
1649,"El Paso","TX","12000   AIRWA"
1650,"El Paso","TX","12005   COPPER HEAD LN"
1651,"El Paso","TX","12009   COPPER HILL PL"
1652,"El Paso","TX","1201   AIRWAY BLVD B4"
1653,"El Paso","TX","1201   AIRWAY BLVD C2"
1654,"El Paso","TX","1201 E SCHUSTER AVE 1 A"
1655,"El Paso","TX","1201 E SCHUSTER AVE 1A"
1656,"El Paso","TX","1201 E SCHUSTER AVE 2B"
1657,"El Paso","TX","1201 E SCHUSTER AVE 6"
1658,"El Paso","TX","1201 N EL PASO ST 3"
1659,"El Paso","TX","12013   COPPER HILL PL"
1660,"El Paso","TX","12013   WILLOWMIST AVE"
1661,"El Paso","TX","12016   PUEBLO LAGUNA DR"
1662,"El Paso","TX","12017   COPPER MINE LN"
1663,"El Paso","TX","12019   MONTWOOD DR"
1664,"El Paso","TX","1202   AVALON DR   G"
1665,"El Paso","TX","1202   AVALON DR C"
1666,"El Paso","TX","1202   AVALON DR G"
1667,"El Paso","TX","1202   AVALON DR I"
1668,"El Paso","TX","1202   AVALON DR J"
1669,"El Paso","TX","1202   AVALON DR M"
1670,"El Paso","TX","12024   VAN GOGH DR"
1671,"El Paso","TX","12025   ROJAS DR A"
1672,"El Paso","TX","12025   ROJAS DR I"
1673,"El Paso","TX","12025   ROJAS DR J K"
1674,"El Paso","TX","12028   PELLICANO DR"
1675,"El Paso","TX","12032   PRAIRIE RIDGE ST"
1676,"El Paso","TX","1204   REGAL"
1677,"El Paso","TX","12045   COPPER MINE LN"
1678,"El Paso","TX","12045   NORTH BREEZE PL"
1679,"El Paso","TX","12045   SGT ALCHESAY CT"
1680,"El Paso","TX","1205   AVALON DR B"
1681,"El Paso","TX","1205   AVALON DR G"
1682,"El Paso","TX","12052   COPPER HILL PL"
1683,"El Paso","TX","12055   GATEWAY WEST BLVD 420"
1684,"El Paso","TX","12060   MONTANA AVE 23 A"
1685,"El Paso","TX","12060   MONTANA AVE 30 3"
1686,"El Paso","TX","12060   MONTANA AVE 42"
1687,"El Paso","TX","12060   MONTANA AVE 43 2"
1688,"El Paso","TX","12060   MONTANA AVE 50"
1689,"El Paso","TX","12060   MONTANA AVE 500"
1690,"El Paso","TX","12060   MONTANA AVE 61"
1691,"El Paso","TX","1207   LOS ANGELES DR 2"
1692,"El Paso","TX","1207   LOS ANGELES DR 3"
1693,"El Paso","TX","1207   LOS ANGELES DR 5"
1694,"El Paso","TX","1208   AVALON DR B"
1695,"El Paso","TX","1208   CHEYENNE TRAIL DR"
1696,"El Paso","TX","1208   MYRTLE 49X1"
1697,"El Paso","TX","1209   AVALON DR A"
1698,"El Paso","TX","1209   AVALON DR F"
1699,"El Paso","TX","1209 N FLORENCE ST 1"
1700,"El Paso","TX","1209 N FLORENCE ST 3"
1701,"El Paso","TX","1209 N KANSAS ST A"
1702,"El Paso","TX","1209 N OREGON ST 3"
1703,"El Paso","TX","121   ALAN A DALE LN"
1704,"El Paso","TX","121   ARTCRAFT ORD GARY HWY"
1705,"El Paso","TX","121   PARAGON LN   A100"
1706,"El Paso","TX","121   SALADO RIVER PL"
1707,"El Paso","TX","1210 E WYOMING AVE A"
1708,"El Paso","TX","1210 N EL PASO ST 2"
1709,"El Paso","TX","1210 N OREGON ST 5"
1710,"El Paso","TX","1210 N OREGON ST 9"
1711,"El Paso","TX","12100   COPPER VALLEY LN"
1712,"El Paso","TX","12100   GWW"
1713,"El Paso","TX","12100   VILLAGE GATE DR"
1714,"El Paso","TX","12101   EDGEMERE BLVD 7"
1715,"El Paso","TX","1211   TIO DINK CIR 7"
1716,"El Paso","TX","1211 N ST VRAIN ST 22"
1717,"El Paso","TX","12112   PELLICANO DR 13"
1718,"El Paso","TX","12113   HUNTER HILL WAY   A"
1719,"El Paso","TX","12113   HUNTER HILL WAY B"
1720,"El Paso","TX","12115   MONTWOOD DR 104"
1721,"El Paso","TX","12115   MONTWOOD DR 202"
1722,"El Paso","TX","12116   HUNTER HILL WAY A"
1723,"El Paso","TX","12117   COPPER SKIN PL"
1724,"El Paso","TX","12117   COPPER VALLEY LN"
1725,"El Paso","TX","1212   LAFAYETTE DR 34"
1726,"El Paso","TX","1212 N YARBROUGH DR   105"
1727,"El Paso","TX","1212 N YARBROUGH DR 101"
1728,"El Paso","TX","1212 N YARBROUGH DR 103C"
1729,"El Paso","TX","1212 N YARBROUGH DR 105"
1730,"El Paso","TX","12120   HUNTER HILL WAY A"
1731,"El Paso","TX","12120   SAINT ROMEO AVE"
1732,"El Paso","TX","12121   COPPER VALLEY LN"
1733,"El Paso","TX","12121   PELLICANO DR   G"
1734,"El Paso","TX","12121   PELLICANO DR 106"
1735,"El Paso","TX","12121   PELLICANO DR 11"
1736,"El Paso","TX","12121   PELLICANO DR 112"
1737,"El Paso","TX","12121   PELLICANO DR 117"
1738,"El Paso","TX","12121   PELLICANO DR 119"
1739,"El Paso","TX","12121   PELLICANO DR 12"
1740,"El Paso","TX","12121   PELLICANO DR 122"
1741,"El Paso","TX","12121   PELLICANO DR 136"
1742,"El Paso","TX","12121   PELLICANO DR 136 I"
1743,"El Paso","TX","12121   PELLICANO DR 14 A"
1744,"El Paso","TX","12121   PELLICANO DR 21 B"
1745,"El Paso","TX","12121   PELLICANO DR 23 B"
1746,"El Paso","TX","12121   PELLICANO DR 29 C"
1747,"El Paso","TX","12121   PELLICANO DR 31 C"
1748,"El Paso","TX","12121   PELLICANO DR 46 D"
1749,"El Paso","TX","12121   PELLICANO DR 60"
1750,"El Paso","TX","12121   PELLICANO DR 71"
1751,"El Paso","TX","12121   PELLICANO DR 71 F"
1752,"El Paso","TX","12121   PELLICANO DR 86"
1753,"El Paso","TX","12121   PELLICANO DR B21"
1754,"El Paso","TX","12121   PELLICANO DR C31"
1755,"El Paso","TX","12127   TIERRA ESTE RD 19 B"
1756,"El Paso","TX","12128   CHERRY WOOD LN"
1757,"El Paso","TX","12129   COPPER VALLEY LN"
1758,"El Paso","TX","1213 N BOONE ST B"
1759,"El Paso","TX","12130   PEBBLE HILLS BLVD   G"
1760,"El Paso","TX","12130   PEBBLE HILLS BLVD 103 N"
1761,"El Paso","TX","12130   PEBBLE HILLS BLVD 104 B"
1762,"El Paso","TX","12130   PEBBLE HILLS BLVD 105 D"
1763,"El Paso","TX","12130   PEBBLE HILLS BLVD 106 B"
1764,"El Paso","TX","12130   PEBBLE HILLS BLVD 106 M"
1765,"El Paso","TX","12130   PEBBLE HILLS BLVD 107 F"
1766,"El Paso","TX","12130   PEBBLE HILLS BLVD 201 K"
1767,"El Paso","TX","12130   PEBBLE HILLS BLVD 202 J"
1768,"El Paso","TX","12130   PEBBLE HILLS BLVD 204 G"
1769,"El Paso","TX","12130   PEBBLE HILLS BLVD 206 B"
1770,"El Paso","TX","12130   PEBBLE HILLS BLVD 206 H"
1771,"El Paso","TX","12130   PEBBLE HILLS BLVD 302 J"
1772,"El Paso","TX","12130   PEBBLE HILLS BLVD 303 I"
1773,"El Paso","TX","12130   PEBBLE HILLS BLVD 305 F"
1774,"El Paso","TX","12130   PEBBLE HILLS BLVD 305 H"
1775,"El Paso","TX","12130   PEBBLE HILLS BLVD 306 M"
1776,"El Paso","TX","12130   PEBBLE HILLS BLVD 308 C"
1777,"El Paso","TX","12130   PEBBLE HILLS BLVD 308 D"
1778,"El Paso","TX","12130   PEBBLE HILLS BLVD 8206"
1779,"El Paso","TX","12130   PEBBLE HILLS BLVD 8206 A"
1780,"El Paso","TX","12130   PEBBLE HILLS BLVD A205"
1781,"El Paso","TX","12130   PEBBLE HILLS BLVD A302"
1782,"El Paso","TX","12130   PEBBLE HILLS BLVD B305"
1783,"El Paso","TX","12130   PEBBLE HILLS BLVD C208"
1784,"El Paso","TX","12130   PEBBLE HILLS BLVD F02"
1785,"El Paso","TX","12130   PEBBLE HILLS BLVD F206"
1786,"El Paso","TX","12130   PEBBLE HILLS BLVD G 305"
1787,"El Paso","TX","12130   PEBBLE HILLS BLVD G105"
1788,"El Paso","TX","12130   PEBBLE HILLS BLVD G201 G"
1789,"El Paso","TX","12130   PEBBLE HILLS BLVD H305"
1790,"El Paso","TX","12130   PEBBLE HILLS BLVD H308 H"
1791,"El Paso","TX","12130   PEBBLE HILLS BLVD I304"
1792,"El Paso","TX","12130   PEBBLE HILLS BLVD J105"
1793,"El Paso","TX","12130   PEBBLE HILLS BLVD J201"
1794,"El Paso","TX","12130   PEBBLE HILLS BLVD J301"
1795,"El Paso","TX","12130   PEBBLE HILLS BLVD M106"
1796,"El Paso","TX","12130   PEBBLE HILLS BLVD M106 M"
1797,"El Paso","TX","12131   ROYAL WOODS DR"
1798,"El Paso","TX","12132   CHERRY WOOD LN"
1799,"El Paso","TX","12135   ESTHER LAMA DR 500"
1800,"El Paso","TX","12135   ESTHER LAMA DR E1"
1801,"El Paso","TX","12135   ESTHER LAMA DR F1"
1802,"El Paso","TX","12135   MONTWOOD DR 115"
1803,"El Paso","TX","1214   RANDOLPH DR 6"
1804,"El Paso","TX","12141   BLUE QUAIL AVE"
1805,"El Paso","TX","12144   CHERRY WOOD LN"
1806,"El Paso","TX","12148   YVONNE RICHARDSON AVE"
1807,"El Paso","TX","1215   BROWN ST 2"
