counter,county,state,address_cross
29000,"El Paso","TX","PEBBLE HILLS BLVD WB/HUNTER HILL WAY"
29001,"El Paso","TX","PEBBLE HILLS BLVD WB/JARVIS DR"
29002,"El Paso","TX","PEBBLE HILLS BLVD WB/JOE BATTLE BLVD NB"
29003,"El Paso","TX","PEBBLE HILLS BLVD WB/JOE BATTLE BLVD SB"
29004,"El Paso","TX","PEBBLE HILLS BLVD WB/JOHN HAYES ST NB"
29005,"El Paso","TX","PEBBLE HILLS BLVD WB/KINGS GUARD DR"
29006,"El Paso","TX","PEBBLE HILLS BLVD WB/LAKE POWELL PL"
29007,"El Paso","TX","PEBBLE HILLS BLVD WB/LAKE SPIER DR"
29008,"El Paso","TX","PEBBLE HILLS BLVD WB/LAKE TRAVIS PL"
29009,"El Paso","TX","PEBBLE HILLS BLVD WB/LEE BLVD"
29010,"El Paso","TX","PEBBLE HILLS BLVD WB/MATAGORDA ST"
29011,"El Paso","TX","PEBBLE HILLS BLVD WB/MCLEAN ST"
29012,"El Paso","TX","PEBBLE HILLS BLVD WB/N LEE TREVINO DR NB"
29013,"El Paso","TX","PEBBLE HILLS BLVD WB/N ZARAGOZA RD"
29014,"El Paso","TX","PEBBLE HILLS BLVD WB/NOLAN RICHARDSON DR"
29015,"El Paso","TX","PEBBLE HILLS BLVD WB/OAK CREST CIR"
29016,"El Paso","TX","PEBBLE HILLS BLVD WB/OUTRIGGER ST"
29017,"El Paso","TX","PEBBLE HILLS BLVD WB/PEBBLE ROCK PL"
29018,"El Paso","TX","PEBBLE HILLS BLVD WB/RED SAILS DR"
29019,"El Paso","TX","PEBBLE HILLS BLVD WB/RICH BEEM BLVD NB"
29020,"El Paso","TX","PEBBLE HILLS BLVD WB/ROCKWALL LN"
29021,"El Paso","TX","PEBBLE HILLS BLVD WB/ROYAL WOODS DR"
29022,"El Paso","TX","PEBBLE HILLS BLVD WB/RUNNING DEER DR"
29023,"El Paso","TX","PEBBLE HILLS BLVD WB/SAUL KLEINFELD DR"
29024,"El Paso","TX","PEBBLE HILLS BLVD WB/SILVER LAKE PL"
29025,"El Paso","TX","PEBBLE HILLS BLVD WB/STONE LAKE PL"
29026,"El Paso","TX","PEBBLE HILLS BLVD WB/SUN FIRE BLVD"
29027,"El Paso","TX","PEBBLE HILLS BLVD WB/SYLVAN LAKE PL"
29028,"El Paso","TX","PEBBLE HILLS BLVD WB/TIERRA ESTE RD"
29029,"El Paso","TX","PEBBLE HILLS BLVD WB/TIERRA MINA DR"
29030,"El Paso","TX","PEBBLE HILLS BLVD WB/TIERRA SERENA RD"
29031,"El Paso","TX","PEBBLE HILLS BLVD WB/TIM FOSTER ST"
29032,"El Paso","TX","PEBBLE HILLS BLVD WB/TOWER VIEW DR"
29033,"El Paso","TX","PEBBLE HILLS BLVD WB/VOGUE DR"
29034,"El Paso","TX","PEBBLE HILLS BLVD WB/VOSS DR"
29035,"El Paso","TX","PEBBLE HILLS BLVD WB/WHARF COVE DR"
29036,"El Paso","TX","PEBBLE HILLS BLVD/KAREN ST"
29037,"El Paso","TX","PEBBLE HILLS BLVD/N YARBROUGH DR NB"
29038,"El Paso","TX","PEBBLE HILLS BLVD/N YARBROUGH DR SB"
29039,"El Paso","TX","PEBBLE HILLS ON RAMP NB/JOE BATTLE BLVD NB"
29040,"El Paso","TX","PEBBLE HILLS ON RAMP NB/LOOP 375 HWY NB"
29041,"El Paso","TX","PEBBLE HILLS ON RAMP SB/LOOP 375 HWY SB"
29042,"El Paso","TX","PEBBLE HILLS/ERNESTO SERNA"
29043,"El Paso","TX","PEBBLE HILLS/GEORGE DIETER"
29044,"El Paso","TX","PEBBLE HILLS/JOE BATTLE"
29045,"El Paso","TX","PEBBLE HILLS/LAKE OMEGA"
29046,"El Paso","TX","PEBBLE HILLS/PEBBLE ROC"
29047,"El Paso","TX","PEBBLE HILLS/RED SAILS"
29048,"El Paso","TX","PEBBLE HILLS/SAUL KLEINFELD"
29049,"El Paso","TX","PEBBLE HILLS/SAUL KLEINFIELD"
29050,"El Paso","TX","PEBBLE HILLS/SAUL KLIEN"
29051,"El Paso","TX","PEBBLE HILLS/SAUL KLIENFELD"
29052,"El Paso","TX","PEBBLE ROCK PL/PEBBLE HILLS BLVD EB"
29053,"El Paso","TX","PEBBLE/GEORGE DIETER"
29054,"El Paso","TX","PEBBLE/SAUL"
29055,"El Paso","TX","PEBBLE/WHA"
29056,"El Paso","TX","PEBBLE/ZARA"
29057,"El Paso","TX","PEBLE HILL/TIERRA ESTE"
29058,"El Paso","TX","PECAN CT/BROADWAY DR"
29059,"El Paso","TX","PECAN CT/CHANTICLEER PL"
29060,"El Paso","TX","PECAN CT/JERSEY ST"
29061,"El Paso","TX","PECAN CT/MARICELA DR"
29062,"El Paso","TX","PECAN CT/PORCHE ST"
29063,"El Paso","TX","PECAN CT/RIVERSIDE DR"
29064,"El Paso","TX","PECOS ST/ATHENS CT"
29065,"El Paso","TX","PECOS ST/BRAZOS AVE"
29066,"El Paso","TX","PECOS ST/DELTA DR EB"
29067,"El Paso","TX","PECOS ST/SABINE CT"
29068,"El Paso","TX","PECOS ST/SIMPIA DR"
29069,"El Paso","TX","PEDERNALES DR/LINK DR"
29070,"El Paso","TX","PEDERNALES DR/RIO ARRIBA DR"
29071,"El Paso","TX","PEDRO FIGARI AVE/BOB HOPE DR"
29072,"El Paso","TX","PEDRO FIGARI AVE/DELACROIX DR"
29073,"El Paso","TX","PEDRO FIGARI AVE/DOS RIOS DR"
29074,"El Paso","TX","PEDRO LUCERO DR/DENNIS CAVIN LN"
29075,"El Paso","TX","PEDRO LUCERO DR/PORFIRIO PAYAN DR"
29076,"El Paso","TX","PEDRO LUCERO DR/ROBERT LENNOX DR"
29077,"El Paso","TX","PEDRO LUCERO DR/SONNY MADRID LN"
29078,"El Paso","TX","PEE/B"
29079,"El Paso","TX","PEERLESS PL/MONTANA AVE"
29080,"El Paso","TX","PEERLESS PL/SHANNON PL"
29081,"El Paso","TX","PEIDRA/GOLD"
29082,"El Paso","TX","PEINADO LN/WAGNER LN"
29083,"El Paso","TX","PEL/BOB"
29084,"El Paso","TX","PEL/GEOR"
29085,"El Paso","TX","PELHEM RD/BLUE GROVE LN"
29086,"El Paso","TX","PELHEM RD/EAST GLEN DR"
29087,"El Paso","TX","PELHEM RD/N LEE TREVINO DR NB"
29088,"El Paso","TX","PELI/GEOR"
29089,"El Paso","TX","PELI/GEORGE"
29090,"El Paso","TX","PELI/TIER DE OR"
29091,"El Paso","TX","PELL WAY/N ZARAGOZA RD"
29092,"El Paso","TX","PELL/GREG"
29093,"El Paso","TX","PELLICA/ARMOUR"
29094,"El Paso","TX","PELLICANO DR EB/BOB HOPE DR"
29095,"El Paso","TX","PELLICANO DR EB/FRANCESCA DR"
29096,"El Paso","TX","PELLICANO DR EB/GENE TORRES DR"
29097,"El Paso","TX","PELLICANO DR EB/GEORGE DIETER DR NB"
29098,"El Paso","TX","PELLICANO DR EB/GEORGE DIETER DR SB"
29099,"El Paso","TX","PELLICANO DR EB/GREG POWERS DR"
29100,"El Paso","TX","PELLICANO DR EB/JAMES DUDLEY DR"
29101,"El Paso","TX","PELLICANO DR EB/JENNIFER DR"
29102,"El Paso","TX","PELLICANO DR EB/JIM LARABEL DR"
29103,"El Paso","TX","PELLICANO DR EB/JOE BATTLE BLVD NB"
29104,"El Paso","TX","PELLICANO DR EB/JOE BATTLE BLVD SB"
29105,"El Paso","TX","PELLICANO DR EB/JOHN PHELAN DR"
29106,"El Paso","TX","PELLICANO DR EB/LINDA RUBY DR"
29107,"El Paso","TX","PELLICANO DR EB/MICHELANGELO DR"
29108,"El Paso","TX","PELLICANO DR EB/N ZARAGOZA RD"
29109,"El Paso","TX","PELLICANO DR EB/PULLMAN DR"
29110,"El Paso","TX","PELLICANO DR EB/REBECCA ANN DR"
29111,"El Paso","TX","PELLICANO DR EB/RUDY MONTOYA DR"
29112,"El Paso","TX","PELLICANO DR EB/SIERRA BONITA DR"
29113,"El Paso","TX","PELLICANO DR EB/SIERRA DE ORO DR"
29114,"El Paso","TX","PELLICANO DR EB/SUN FIRE BLVD"
29115,"El Paso","TX","PELLICANO DR EB/TED HOUGHTON DR"
29116,"El Paso","TX","PELLICANO DR EB/WHIRLAWAY DR"
29117,"El Paso","TX","PELLICANO DR WB/BOB HOPE DR"
29118,"El Paso","TX","PELLICANO DR WB/GEORGE DIETER DR NB"
29119,"El Paso","TX","PELLICANO DR WB/GREG POWERS DR"
29120,"El Paso","TX","PELLICANO DR WB/JOE BATTLE BLVD NB"
29121,"El Paso","TX","PELLICANO DR WB/JOE BATTLE BLVD SB"
29122,"El Paso","TX","PELLICANO DR WB/MICHELANGELO DR"
29123,"El Paso","TX","PELLICANO DR WB/MISSION RIDGE BLVD"
29124,"El Paso","TX","PELLICANO DR WB/MISSY YVETTE DR"
29125,"El Paso","TX","PELLICANO DR WB/N ZARAGOZA RD"
29126,"El Paso","TX","PELLICANO DR WB/PETER COOPER DR"
29127,"El Paso","TX","PELLICANO DR WB/PRADO DEL SOL DR"
29128,"El Paso","TX","PELLICANO DR WB/PULLMAN DR"
29129,"El Paso","TX","PELLICANO DR WB/RUDY MONTOYA DR"
29130,"El Paso","TX","PELLICANO DR WB/SIERRA BONITA DR"
29131,"El Paso","TX","PELLICANO DR WB/SUN FIRE BLVD"
29132,"El Paso","TX","PELLICANO DR WB/WHIRLAWAY DR"
29133,"El Paso","TX","PELLICANO DR/AVIATION WAY"
29134,"El Paso","TX","PELLICANO DR/BARRANCA DR"
29135,"El Paso","TX","PELLICANO DR/BERRYVILLE ST"
29136,"El Paso","TX","PELLICANO DR/CEDAR OAK DR"
29137,"El Paso","TX","PELLICANO DR/COMMON DR"
29138,"El Paso","TX","PELLICANO DR/GAIL BORDEN PL"
29139,"El Paso","TX","PELLICANO DR/GOODYEAR DR"
29140,"El Paso","TX","PELLICANO DR/LIONEL DR"
29141,"El Paso","TX","PELLICANO DR/LOMALAND DR"
29142,"El Paso","TX","PELLICANO DR/N LEE TREVINO DR NB"
29143,"El Paso","TX","PELLICANO DR/N LEE TREVINO DR SB"
29144,"El Paso","TX","PELLICANO DR/SUN FIRE BLVD"
29145,"El Paso","TX","PELLICANO DR/VANDERBILT DR"
29146,"El Paso","TX","PELLICANO DR/VISTA DE ORO DR"
29147,"El Paso","TX","PELLICANO ON RAMP NB/JOE BATTLE BLVD NB"
29148,"El Paso","TX","PELLICANO ON RAMP NB/LOOP 375 HWY NB"
29149,"El Paso","TX","PELLICANO ON RAMP SB/LOOP 375 HWY SB"
29150,"El Paso","TX","PELLICANO/GEORGE DIETER"
29151,"El Paso","TX","PELLICANO/LOTUS"
29152,"El Paso","TX","PELLICANO/PENDALE"
29153,"El Paso","TX","PENCE WAY/ARNOLD PL"
29154,"El Paso","TX","PENCE WAY/N ZARAGOZA RD"
29155,"El Paso","TX","PEND/NORT"
29156,"El Paso","TX","PEND/NORTH LOOP"
29157,"El Paso","TX","PENDAL/ROSEWA"
29158,"El Paso","TX","PENDALE RD/ANDRIENNE DR"
29159,"El Paso","TX","PENDALE RD/ARANDA LN"
29160,"El Paso","TX","PENDALE RD/ARBOLEDA DR"
29161,"El Paso","TX","PENDALE RD/CASTNER DR"
29162,"El Paso","TX","PENDALE RD/CEDAR OAK DR"
29163,"El Paso","TX","PENDALE RD/CLAVEL DR"
29164,"El Paso","TX","PENDALE RD/COLEEN WAY"
29165,"El Paso","TX","PENDALE RD/EUPHRATES DR"
29166,"El Paso","TX","PENDALE RD/GATEWAY EAST BLVD"
29167,"El Paso","TX","PENDALE RD/GATEWAY WEST BLVD"
29168,"El Paso","TX","PENDALE RD/GEORGE DIETER DR NB"
29169,"El Paso","TX","PENDALE RD/GORDON BAYS WAY"
29170,"El Paso","TX","PENDALE RD/HARDING WAY"
29171,"El Paso","TX","PENDALE RD/JAMES WATT DR"
29172,"El Paso","TX","PENDALE RD/JENNIFER DR"
29173,"El Paso","TX","PENDALE RD/KASTRIN ST"
29174,"El Paso","TX","PENDALE RD/LINK DR"
29175,"El Paso","TX","PENDALE RD/MACKENZIE DR"
29176,"El Paso","TX","PENDALE RD/MARSH MCCALL WAY"
29177,"El Paso","TX","PENDALE RD/NORTH LOOP DR EB"
29178,"El Paso","TX","PENDALE RD/NORTH LOOP DR WB"
29179,"El Paso","TX","PENDALE RD/OLD COUNTY DR"
29180,"El Paso","TX","PENDALE RD/PLAINS DR"
29181,"El Paso","TX","PENDALE RD/ROJAS DR"
29182,"El Paso","TX","PENDALE RD/ROSEWAY DR"
29183,"El Paso","TX","PENDALE RD/SANDY LN"
29184,"El Paso","TX","PENDALE RD/SHEILA DR"
29185,"El Paso","TX","PENDALE RD/SOBERANA LN"
29186,"El Paso","TX","PENDALE RD/SUN MEADOW LN"
29187,"El Paso","TX","PENDALE RD/SUNLAND RD"
29188,"El Paso","TX","PENDALE RD/TEODOSO DR"
29189,"El Paso","TX","PENDALE RD/TIGRIS DR"
29190,"El Paso","TX","PENDALE RD/VAN HASELEN CT"
29191,"El Paso","TX","PENDALE RD/WELLS RD"
29192,"El Paso","TX","PENDALE RD/WILKINSON DR"
29193,"El Paso","TX","PENDALE RD/WINCHESTER RD"
29194,"El Paso","TX","PENDALE RD/YERMOLAND DR"
29195,"El Paso","TX","PENDALE/NORTH LOOP"
29196,"El Paso","TX","PENDELL RD/ALAMEDA AVE EB"
29197,"El Paso","TX","PENDLETON ST/ARROW ROCK DR"
29198,"El Paso","TX","PENDLETON ST/CHICKASAW DR"
29199,"El Paso","TX","PENDLETON ST/EDGEMERE BLVD EB"
29200,"El Paso","TX","PENDLETON ST/GHOST DANCE CIR"
29201,"El Paso","TX","PENDLETON ST/LINDENWOOD AVE"
29202,"El Paso","TX","PENDLETON ST/LONE WOLF CIR"
29203,"El Paso","TX","PENDLETON ST/PATRICIA AVE"
29204,"El Paso","TX","PENDLETON ST/RISING STAR CT"
29205,"El Paso","TX","PENDLETON ST/STILL WATER CT"
29206,"El Paso","TX","PENDLETON ST/SUNDANCE AVE"
29207,"El Paso","TX","PENDLETON ST/TENAHA AVE"
29208,"El Paso","TX","PENDLETON ST/TURNER RD"
29209,"El Paso","TX","PENJAMO DR/VALLARTA DR"
29210,"El Paso","TX","PENNSYLVANIA CIR/PENNSYLVANIA PL"
29211,"El Paso","TX","PENNSYLVANIA PL/CUMBERLAND CIR"
29212,"El Paso","TX","PENNSYLVANIA PL/HASTINGS DR EB"
29213,"El Paso","TX","PENNSYLVANIA PL/TROWBRIDGE AVE EB"
29214,"El Paso","TX","PENNSYLVANIA PL/TROWBRIDGE AVE WB"
29215,"El Paso","TX","PENWOOD DR/ALBUM AVE"
29216,"El Paso","TX","PENWOOD DR/CHASWOOD DR"
29217,"El Paso","TX","PENWOOD DR/CIRWOOD DR"
29218,"El Paso","TX","PENWOOD DR/LEEWOOD DR"
29219,"El Paso","TX","PER/BOO"
29220,"El Paso","TX","PER/PATRIOT N"
29221,"El Paso","TX","PERA AVE/ALAMEDA AVE EB"
29222,"El Paso","TX","PERA AVE/EVERGREEN ST"
29223,"El Paso","TX","PERA AVE/GATEWAY NORTH BLVD"
29224,"El Paso","TX","PERA AVE/MAGOFFIN AVE"
29225,"El Paso","TX","PERA AVE/N BOONE ST"
29226,"El Paso","TX","PERA AVE/N HAMMETT ST"
29227,"El Paso","TX","PERA AVE/S BOONE ST"
29228,"El Paso","TX","PERA AVE/S CEBADA ST"
29229,"El Paso","TX","PERA AVE/S COPIA ST"
29230,"El Paso","TX","PERA AVE/S ESTRELLA ST"
29231,"El Paso","TX","PERA AVE/S GRAMA ST"
29232,"El Paso","TX","PERA AVE/S LATTA ST"
29233,"El Paso","TX","PERA AVE/S LUNA ST"
29234,"El Paso","TX","PERA AVE/S PIEDRAS ST"
29235,"El Paso","TX","PERA AVE/S RAYNOR ST"
29236,"El Paso","TX","PERA AVE/S SAN MARCIAL ST"
29237,"El Paso","TX","PERA AVE/S STEVENS ST"
29238,"El Paso","TX","PERA/BOONE"
29239,"El Paso","TX","PERCHERON PL/AVA LEIGH AVE"
29240,"El Paso","TX","PERCHERON PL/IGOR KALERI AVE"
29241,"El Paso","TX","PERCHERON PL/SPANISH POINT DR"
29242,"El Paso","TX","PERLA POINT DR/HONEY POINT DR"
29243,"El Paso","TX","PERLA POINT DR/RUDY VALDEZ DR"
29244,"El Paso","TX","PERSEPHONE DR/SAGITTARIUS AVE"
29245,"El Paso","TX","PERSEPHONE DR/TROJAN DR"
29246,"El Paso","TX","PERSH/GWS"
29247,"El Paso","TX","PERSH/MAN"
29248,"El Paso","TX","PERSHI/US54N"
29249,"El Paso","TX","PERSHING DR/ALTA DR"
29250,"El Paso","TX","PERSHING DR/ALTURA AVE"
29251,"El Paso","TX","PERSHING DR/BIRCH ST"
29252,"El Paso","TX","PERSHING DR/CAMBRIDGE AVE"
29253,"El Paso","TX","PERSHING DR/CEDAR ST"
29254,"El Paso","TX","PERSHING DR/CHESTER AVE"
29255,"El Paso","TX","PERSHING DR/CUMBERLAND AVE"
29256,"El Paso","TX","PERSHING DR/DYER ST"
29257,"El Paso","TX","PERSHING DR/ELM ST"
29258,"El Paso","TX","PERSHING DR/FRANKFORT AVE"
29259,"El Paso","TX","PERSHING DR/GATEWAY NORTH BLVD"
29260,"El Paso","TX","PERSHING DR/GATEWAY SOUTH BLVD"
29261,"El Paso","TX","PERSHING DR/HASTINGS DR"
29262,"El Paso","TX","PERSHING DR/LEEDS AVE"
29263,"El Paso","TX","PERSHING DR/MAGNOLIA ST"
29264,"El Paso","TX","PERSHING DR/MANCHESTER AVE"
29265,"El Paso","TX","PERSHING DR/MAPLE AVE"
29266,"El Paso","TX","PERSHING DR/MEMPHIS AVE"
29267,"El Paso","TX","PERSHING DR/MONTANA AVE"
29268,"El Paso","TX","PERSHING DR/N BOONE ST"
29269,"El Paso","TX","PERSHING DR/N CEBADA ST"
29270,"El Paso","TX","PERSHING DR/N COPIA ST"
29271,"El Paso","TX","PERSHING DR/N ESTRELLA ST"
29272,"El Paso","TX","PERSHING DR/N GRAMA ST"
29273,"El Paso","TX","PERSHING DR/N LUNA ST"
29274,"El Paso","TX","PERSHING DR/N PIEDRAS ST"
29275,"El Paso","TX","PERSHING DR/N POPLAR ST"
29276,"El Paso","TX","PERSHING DR/N RAYNOR ST"
29277,"El Paso","TX","PERSHING DR/N SAN MARCIAL ST"
29278,"El Paso","TX","PERSHING DR/N STEVENS ST"
29279,"El Paso","TX","PERSHING DR/NASHVILLE AVE"
29280,"El Paso","TX","PERSHING DR/OXFORD AVE"
29281,"El Paso","TX","PERSHING DR/PATRIOT FWY NB"
29282,"El Paso","TX","PERSHING DR/ROSEWOOD ST"
29283,"El Paso","TX","PERSHING DR/TROWBRIDGE AVE"
29284,"El Paso","TX","PERSHING DR/WILSON WAY"
29285,"El Paso","TX","PERSHING ON RAMP NB/PATRIOT FWY NB"
29286,"El Paso","TX","PERSHING ON RAMP SB/GATEWAY SOUTH BLVD"
29287,"El Paso","TX","PERSHING ON RAMP SB/PATRIOT FWY SB"
29288,"El Paso","TX","PERSHING RD/BLISS DR"
29289,"El Paso","TX","PERSHING RD/LAWRENCE ST"
29290,"El Paso","TX","PERSHING/NASHVILE"
29291,"El Paso","TX","PERSHING/PIEDRAS"
29292,"El Paso","TX","PERSHING/US54N"
29293,"El Paso","TX","PERTH DR/BEDFORD RD"
29294,"El Paso","TX","PERU PL/E YANDELL DR"
29295,"El Paso","TX","PERU PL/VENEZUELA RD"
29296,"El Paso","TX","PERUVIAN PASO DR/BOER TRAIL AVE"
29297,"El Paso","TX","PERUVIAN PASO DR/IGOR KALERI AVE"
29298,"El Paso","TX","PERUVIAN PASO DR/OLDENBERG CT"
29299,"El Paso","TX","PESCADOR DR/DICIEMBRE DR"
29300,"El Paso","TX","PESCADOR DR/PACHECO DR"
29301,"El Paso","TX","PETE BROWN DR/BILLY CASPER DR"
29302,"El Paso","TX","PETE BROWN DR/MONTWOOD DR EB"
29303,"El Paso","TX","PETE BROWN DR/TRAWOOD DR"
29304,"El Paso","TX","PETE PAYAN DR/RUBIN DR"
29305,"El Paso","TX","PETE ROSE DR/GEORGE DIETER DR SB"
29306,"El Paso","TX","PETE ROSE DR/SABRINA LYN DR"
29307,"El Paso","TX","PETE/MONTWO"
29308,"El Paso","TX","PETER COOPER DR/BEN PROCTOR DR"
29309,"El Paso","TX","PETER COOPER DR/CHATO VILLA DR"
29310,"El Paso","TX","PETER COOPER DR/DON HASKINS DR"
29311,"El Paso","TX","PETER COOPER DR/DOS RIOS DR"
29312,"El Paso","TX","PETER COOPER DR/EL GRECO CIR"
29313,"El Paso","TX","PETER COOPER DR/GOYA CT"
29314,"El Paso","TX","PETER COOPER DR/HENRY BRENNAN DR"
29315,"El Paso","TX","PETER COOPER DR/ISOMEDIX PL"
29316,"El Paso","TX","PETER COOPER DR/JOSE CISNEROS DR"
29317,"El Paso","TX","PETER COOPER DR/MISSY YVETTE DR"
29318,"El Paso","TX","PETER COOPER DR/NOEL ESPINOZA CIR"
29319,"El Paso","TX","PETER COOPER DR/PELLICANO DR WB"
29320,"El Paso","TX","PETER COOPER DR/ROJAS DR EB"
29321,"El Paso","TX","PETER COOPER DR/SAINT JUDE AVE"
29322,"El Paso","TX","PETER COOPER DR/VISTA DEL SOL DR EB"
29323,"El Paso","TX","PETER COOPER DR/VISTA DEL SOL DR WB"
29324,"El Paso","TX","PETER COOPER DR/WHIRLAWAY DR"
29325,"El Paso","TX","PETER COOPER/VDS"
29326,"El Paso","TX","PETER HURD DR/VISTA DEL SOL DR EB"
29327,"El Paso","TX","PETER HURD DR/VISTA DEL SOL DR WB"
29328,"El Paso","TX","PETTY LN/LINK DR"
29329,"El Paso","TX","PEYTON RD/HORIZON BLVD"
29330,"El Paso","TX","PH/DEL"
29331,"El Paso","TX","PHE/DEL MONTE"
29332,"El Paso","TX","PHE/MCCOMBS"
29333,"El Paso","TX","PHEASANT RD/BRIDALVEIL DR"
29334,"El Paso","TX","PHEASANT RD/DEER AVE"
29335,"El Paso","TX","PHEASANT RD/DYER ST NB"
29336,"El Paso","TX","PHEASANT RD/MCCOMBS ST NB"
29337,"El Paso","TX","PHEASANT RD/POTOMAC DR"
29338,"El Paso","TX","PHEASANT RD/QUAIL AVE"
29339,"El Paso","TX","PHEASANT RD/SINCLAIR ST"
29340,"El Paso","TX","PHEASANT RD/SUN VALLEY DR"
29341,"El Paso","TX","PHEASANT RD/VALLE DEL SOL DR"
29342,"El Paso","TX","PHEASANT/VDS"
29343,"El Paso","TX","PHIL GIBBS DR/DICK MAYERS DR"
29344,"El Paso","TX","PHIL GIBBS DR/JIM FERRIELL DR"
29345,"El Paso","TX","PHIL GIBBS DR/JIM THORPE DR"
29346,"El Paso","TX","PHIL GIBBS DR/VISTA DEL SOL DR"
29347,"El Paso","TX","PHILLIPY CT/ALAMEDA AVE"
29348,"El Paso","TX","PHOENIX DR/ALASKA ST"
29349,"El Paso","TX","PHOENIX DR/BELEN RD"
29350,"El Paso","TX","PHOENIX DR/CIMARRON ST"
29351,"El Paso","TX","PHOENIX DR/CORRAL DR"
29352,"El Paso","TX","PHOENIX DR/CUBA DR"
29353,"El Paso","TX","PHOENIX DR/DEL MONTE ST"
29354,"El Paso","TX","PHOENIX DR/DEL NORTE ST"
29355,"El Paso","TX","PHOENIX DR/DEL RIO ST"
29356,"El Paso","TX","PHOENIX DR/GILES RD"
29357,"El Paso","TX","PHOENIX DR/HAWAII ST"
29358,"El Paso","TX","PHOENIX DR/HAWKINS BLVD NB"
29359,"El Paso","TX","PHOENIX DR/HUNTER DR"
29360,"El Paso","TX","PHOENIX DR/PRESCOTT DR"
29361,"El Paso","TX","PHOENIX DR/PUERTA PHOENIX"
29362,"El Paso","TX","PHOENIX DR/PUERTO RICO ST"
29363,"El Paso","TX","PHOENIX DR/RANCHLAND DR"
29364,"El Paso","TX","PHY/GEOGE"
29365,"El Paso","TX","PHYSICIANS DR/DAVID RAY WAY"
29366,"El Paso","TX","PHYSICIANS DR/GEORGE DIETER DR NB"
29367,"El Paso","TX","PHYSICIANS DR/N ZARAGOZA RD"
29368,"El Paso","TX","PHYSICIANS DR/SURGEONS DR"
29369,"El Paso","TX","PICASSO DR/DA VINCI ST"
29370,"El Paso","TX","PICASSO DR/DIEGO RIVERA DR"
29371,"El Paso","TX","PICASSO DR/MIGUEL VARELA LN"
29372,"El Paso","TX","PICASSO DR/N ZARAGOZA RD"
29373,"El Paso","TX","PICASSO DR/SAINT DOMINIC DR"
29374,"El Paso","TX","PICASSO DR/WHISTLER LN"
29375,"El Paso","TX","PICKEREL DR/FLOUNDER DR"
29376,"El Paso","TX","PICKEREL DR/MANILA DR"
29377,"El Paso","TX","PICKEREL DR/MARLIN DR"
29378,"El Paso","TX","PICKEREL DR/MCCOMBS ST"
29379,"El Paso","TX","PICKEREL DR/NIKE LN"
29380,"El Paso","TX","PICKEREL DR/POMPANO AVE"
29381,"El Paso","TX","PICKEREL DR/PORPOISE DR"
29382,"El Paso","TX","PICKEREL DR/SNARK LN"
29383,"El Paso","TX","PICKEREL DR/TAUTOGA DR"
29384,"El Paso","TX","PICKEREL DR/VANGUARD CT"
29385,"El Paso","TX","PICO ALTO DR/POZA RICA CT"
29386,"El Paso","TX","PICO ALTO DR/TRAWOOD DR"
29387,"El Paso","TX","PICO NORTE RD/BYWOOD DR"
29388,"El Paso","TX","PICO NORTE RD/ESCARPA DR"
29389,"El Paso","TX","PICO NORTE RD/FURY LN"
29390,"El Paso","TX","PICO NORTE RD/LIMAS DR"
29391,"El Paso","TX","PICO NORTE RD/LOBO LN"
29392,"El Paso","TX","PICO NORTE RD/PACHECO DR"
29393,"El Paso","TX","PICO NORTE RD/SAM SNEAD DR"
29394,"El Paso","TX","PICO NORTE RD/VILLA PLATA DR"
29395,"El Paso","TX","PIE/CEN"
29396,"El Paso","TX","PIE/LOUI"
29397,"El Paso","TX","PIE/MONT"
29398,"El Paso","TX","PIED/ELM"
29399,"El Paso","TX","PIED/GWW"
29400,"El Paso","TX","PIED/MISSOURI"
29401,"El Paso","TX","PIED/MONT"
29402,"El Paso","TX","PIED/PAIS"
29403,"El Paso","TX","PIED/RIVER"
29404,"El Paso","TX","PIED/WYOMING"
29405,"El Paso","TX","PIEDMONT DR/E BALTIMORE AVE"
29406,"El Paso","TX","PIEDMONT DR/E ROBINSON AVE"
29407,"El Paso","TX","PIEDMONT DR/LA CRUZ DR"
29408,"El Paso","TX","PIEDMONT DR/MADELINE DR"
29409,"El Paso","TX","PIEDMONT DR/MOORE ST"
29410,"El Paso","TX","PIEDMONT DR/SAN MATEO LN"
29411,"El Paso","TX","PIEDR/ELM"
29412,"El Paso","TX","PIEDR/GWW"
29413,"El Paso","TX","PIEDR/RIVER"
29414,"El Paso","TX","PIEDR/RIVERA"
29415,"El Paso","TX","PIEDR/SAN DI"
29416,"El Paso","TX","PIEDRA ROJA ST/MONTWOOD DR EB"
29417,"El Paso","TX","PIEDRA/PARK"
29418,"El Paso","TX","PIEDRAS ON RAMP WB/I-10 HWY WB"
29419,"El Paso","TX","PIEDRAS ST/ALAMEDA AVE EB"
29420,"El Paso","TX","PIEDRAS ST/ALAMEDA AVE WB"
29421,"El Paso","TX","PIEDRAS ST/N RAYNOR ST"
29422,"El Paso","TX","PIEDRAS/COPIA"
29423,"El Paso","TX","PIEDRAS/OLIVE"
29424,"El Paso","TX","PIEDRAS/PAISANO"
29425,"El Paso","TX","PIEDRAS/WYOMIN"
29426,"El Paso","TX","PIEDRAS/WYOMING"
29427,"El Paso","TX","PIEDRAS/YAN"
29428,"El Paso","TX","PIEDRAS/YANDELL"
29429,"El Paso","TX","PIERCE AVE/ALABAMA ST NB"
